bus_stop_name,municipality,operator_1,operator_2,operator_3,route_type_1,route_type_2,route_type_3,note,longitude,latitude,prefecture
桜木,西東京バス（株）,"奥30,奥31,川31,川30",,,"1,1,1,1",,,,139.15419010067274,35.815747977001045,東京都
竹の花,西東京バス（株）,"奥30,奥31,川31,川30,川33,川32",,,"1,1,1,1,1,1",,,,139.16223481845665,35.81568893399167,東京都
清見ヶ丘,西東京バス（株）,"奥30,奥31",,,"1,1",,,,139.1383615758035,35.8156814817994,東京都
大神,西東京バス（株）,"奥30,奥31",,,"1,1",,,,139.144624692834,35.815216313510525,東京都
鳩の巣,西東京バス（株）,"奥30,奥31",,,"1,1",,,,139.12957509237913,35.815166362616125,東京都
小枕,西武バス（株）,"飯41-1,飯41",,,"1,1",,,,139.2680996510735,35.814875756357345,東京都
小枕,東京都,"梅74乙,梅74甲",,,"2,2",,,,139.2680996510735,35.814875756357345,東京都
黒沢神社,西武バス（株）,"飯41-1,飯41",,,"1,1",,,,139.26461484330298,35.81410243404113,東京都
見沼代親水公園駅,川口市,新郷循環,,,3,,,,139.770395742599,35.81410202600347,東京都
見沼代親水公園駅,東武バスセントラル（株）,"竹03,竹07",,,"1,1",,,,139.770395742599,35.81410202600347,東京都
見沼代親水公園駅,国際興業（株）,西11,,,1,,,,139.770395742599,35.81410202600347,東京都
見沼代親水公園駅,草加市,パリポリくんバス　南西ルート,,,3,,,,139.770395742599,35.81410202600347,東京都
花畑桑袋団地,東武バスセントラル（株）,"谷01,竹14",,,"1,1",,,,139.82276612485964,35.81408473028251,東京都
黒沢神社前,東京都,"梅74乙,梅74甲",,,"2,2",,,,139.2645387429266,35.81403049636369,東京都
見沼代親水公園駅前,東京都,里48,,,2,,,,139.77005577549957,35.813833460926055,東京都
将門,西東京バス（株）,"奥30,奥31",,,"1,1",,,,139.13407691169027,35.81354444360785,東京都
黒沢,東京都,"梅74乙,梅74甲,梅76甲",,,"2,2,2",,,,139.25387765990092,35.813385304567966,東京都
舎人団地,国際興業（株）,"赤26/26-2,川04",,,"1,1",,,,139.7630722118204,35.81338039011205,東京都
川井駅,西東京バス（株）,"奥30,奥31,川31,川30,川33,川32",,,"1,1,1,1,1,1",,,,139.16305260437895,35.813152248977715,東京都
保育所前,東武バスセントラル（株）,"谷01,竹14",,,"1,1",,,,139.82183484119096,35.813047408984026,東京都
舎人団地東,国際興業（株）,西11,,,1,,,,139.7638585342781,35.81275943172144,東京都
親水緑道,国際興業（株）,西11,,,1,,,,139.76718075408957,35.81273142058933,東京都
栃久保,西東京バス（株）,"奥20,奥21",,,"1,1",,,,139.0946020036938,35.812342197692736,東京都
団地南,国際興業（株）,"赤26/26-2,川04,西11",,,"1,1,1",,,,139.76307832228792,35.81210235237652,東京都
氷川神社前,東京都,里48,,,2,,,,139.77030549992446,35.81200992942344,東京都
氷川神社前,国際興業（株）,西11,,,1,,,,139.77030549992446,35.81200992942344,東京都
氷川神社前,東武バスセントラル（株）,"竹03,竹07",,,"1,1",,,,139.77030549992446,35.81200992942344,東京都
白丸,西東京バス（株）,"奥30,奥31",,,"1,1",,,,139.11544228765598,35.81160940324466,東京都
舎人五丁目,東武バスセントラル（株）,竹02,,,1,,,,139.76742827360323,35.8105759640203,東京都
舎人団地南,東武バスセントラル（株）,竹02,,,1,,,,139.7645557364889,35.8105376107074,東京都
八雲,西東京バス（株）,"奥30,奥31,川31,川30",,,"1,1,1,1",,,,139.16189638760105,35.810320301879365,東京都
足立入谷小学校,国際興業（株）,"川04,西11",,,"1,1",,,,139.76013667448703,35.81018566551888,東京都
柳川,西武バス（株）,"飯41-1,飯41",,,"1,1",,,,139.25943946267762,35.809945569455095,東京都
柳川,東京都,"梅74乙,梅74甲,梅76甲",,,"2,2,2",,,,139.25943946267762,35.809945569455095,東京都
四号公園入口,国際興業（株）,西11,,,1,,,,139.75663543209575,35.80978759054596,東京都
下栃久保,西東京バス（株）,"奥20,奥21",,,"1,1",,,,139.09476555637184,35.80975557964324,東京都
